ColumnType,Column_ID,FailOrPass,Name,Area,% Area,Height,Width,USP Resolution,Asym @ 10,Asym,USP Tailing,USP Plate Count,Width @ Baseline,Width @ Tangent (USP Resolution),Width @ 5%,Width @ 50%
Acquity BEH C18 ,AD0115,0,15T,133156,44.49,12415,52.55,,2.392929,7534.245727,2.048134,21267.94485,0.875833,0.240888,0.468364,0.136871
Acquity BEH C18 ,AD0115,0,20T,69877,23.35,4918,59.45,12.735563,2.935841,6875.880545,2.335605,25928.4501,0.990833,0.304427,0.615564,0.1735
Acquity BEH C18 ,AD0115,0,25T,52332,17.48,3306,68,8.568924,3.867776,5959.426206,2.879658,36542.13858,1.133333,0.311668,0.722491,0.178518
Acquity BEH C18 ,AD0115,0,30T,25208,8.42,1819,45.95,6.773188,3.293653,11832.6073,2.42052,52117.78878,0.765833,0.297096,0.578293,0.168619
Acquity BEH C18 ,AD0115,0,35T,18743,6.26,1441,43,5.716391,3.072473,17020.94829,2.234534,68975.31316,0.716667,0.283527,0.54576,0.161375
Acquity BEH C18 ,AD0115,0,15T,70511,87.48,3915,91,,4.766804,1143.231021,3.74878,10734.04242,1.516667,0.34115,0.976916,0.20075
Acquity BEH C18 ,AD0115,0,20T,7476,9.28,325,57.8,8.20843,4.611985,1955.137691,2.82209,9423.744761,0.963333,0.507637,0.811215,0.311698
Acquity BEH C18 ,AD0115,0,25T,1776,2.2,139,29.4,8.66747,2.959199,12917.79593,1.966883,402847.2653,0.49,0.094076,0.417285,0.175365
Acquity BEH C18 ,AD0115,0,30T,432,0.54,60,15.1,17.681685,0.722412,160948.15,0.902192,174023.6417,0.251667,0.140477,0.20546,0.108654
Acquity BEH C18 ,AD0115,0,35T,410,0.51,54,19.9,8.890771,2.876923,76418.50291,1.73584,127063.513,0.331667,0.222573,0.227962,0.123162
Acquity Oligo BEH C18 ,AD0029,0,15T,231774,21.31,20191,49.1,,1.26472,12854.98835,1.165102,16674.42112,0.818333,0.291478,0.405322,0.170217
Acquity Oligo BEH C18 ,AD0029,0,20T,219908,20.22,17658,45.55,11.750667,1.232548,19259.59753,1.129874,27348.16095,0.759167,0.313583,0.459264,0.181817
Acquity Oligo BEH C18 ,AD0029,0,25T,227811,20.95,17981,42.9,8.416044,1.206392,26298.62033,1.098249,38044.33528,0.715,0.320599,0.475686,0.184605
Acquity Oligo BEH C18 ,AD0029,0,30T,189527,17.43,14168,57.8,6.407164,1.287197,27628.41311,1.168613,46922.2692,0.963333,0.32699,0.545937,0.188499
Acquity Oligo BEH C18 ,AD0029,0,35T,218409,20.08,15085,63.6,4.947777,1.115671,27871.20786,1.090208,50891.05548,1.06,0.343387,0.610298,0.196973
Acquity Oligo BEH C18 ,AD0029,0,15T,189223,22.51,16882,44.85,,1.328452,13031.70059,1.20603,17803.69618,0.7475,0.282763,0.405799,0.16466
Acquity Oligo BEH C18 ,AD0029,0,20T,173380,20.62,14041,48.3,12.021073,1.285379,19538.51093,1.168681,28227.90435,0.805,0.309284,0.464146,0.17876
Acquity Oligo BEH C18 ,AD0029,0,25T,173862,20.68,13744,43.9,8.477478,1.213532,27009.14032,1.106431,38183.19958,0.731667,0.320577,0.473746,0.184167
Acquity Oligo BEH C18 ,AD0029,0,30T,142335,16.93,10396,60.2,6.326392,1.326498,27058.98134,1.233515,44875.36265,1.003333,0.334858,0.570609,0.192568
Acquity Oligo BEH C18 ,AD0029,0,35T,161940,19.26,11117,61.25,4.840776,1.128592,28230.62157,1.101851,49108.06906,1.020833,0.350023,0.60725,0.199955
Acquity BEH C18 ,AD0114,1,15T,222727,25.87,34154,31.95,,1.397166,32214.20733,1.227946,38877.38863,0.5325,0.171327,0.219181,0.099256
Acquity BEH C18 ,AD0114,1,20T,195388,22.69,26950,31.6,19.036414,1.495543,49111.56372,1.285346,61918.96538,0.526667,0.19123,0.2454,0.110072
Acquity BEH C18 ,AD0114,1,25T,196360,22.81,25152,29.95,13.33825,1.594344,60336.4914,1.339047,78883.09749,0.499167,0.207275,0.265593,0.118896
Acquity BEH C18 ,AD0114,1,30T,141024,16.38,16304,45.35,9.676472,1.604542,64976.12599,1.378334,88394.63841,0.755833,0.223871,0.297862,0.129577
Acquity BEH C18 ,AD0114,1,35T,105449,12.25,11422,39.35,7.431192,1.653689,64152.8055,1.431518,102503.4625,0.655833,0.228912,0.330329,0.137233
Acquity BEH C18 ,AD0114,0,15T,204723,28.51,31033,31.3,,1.400113,31464.99785,1.241722,38630.76211,0.521667,0.17193,0.223891,0.099513
Acquity BEH C18 ,AD0114,0,20T,167436,23.32,22908,30.9,18.989956,1.473933,48815.54251,1.283716,61422.75333,0.515,0.192142,0.248911,0.110403
Acquity BEH C18 ,AD0114,0,25T,158316,22.05,20203,30.75,13.308254,1.526815,61828.44038,1.30724,78473.32141,0.5125,0.208011,0.266305,0.119388
Acquity BEH C18 ,AD0114,0,30T,109321,15.23,12410,47.15,9.856851,1.550921,65028.69472,1.369643,95320.38918,0.785833,0.215797,0.304367,0.126746
Acquity BEH C18 ,AD0114,0,35T,78229,10.9,8366,43.95,7.336771,1.635203,62022.09012,1.455654,90908.62976,0.7325,0.243315,0.345498,0.138765
Acquity BEH C18 ,AD0010,1,15T,252620,23.79,34748,47.45,,1.607788,27071.90268,1.365414,37024.04514,0.790833,0.189048,0.252793,0.10968
Acquity BEH C18 ,AD0010,1,20T,231840,21.83,27923,42.3,17.547525,1.910235,35015.64842,1.542226,55731.17482,0.705,0.214005,0.292448,0.124125
Acquity BEH C18 ,AD0010,1,25T,246628,23.22,26684,37.95,11.720763,2.155438,37757.16093,1.673128,64854.05264,0.6325,0.240191,0.323564,0.138566
Acquity BEH C18 ,AD0010,1,30T,181838,17.12,18828,33.1,8.489628,2.161518,42555.10144,1.657355,76450.08975,0.551667,0.251415,0.334376,0.145005
Acquity BEH C18 ,AD0010,1,35T,149004,14.03,14484,36.1,6.497405,2.187699,44956.67135,1.756114,80824.77908,0.601667,0.26827,0.367683,0.155993
Acquity BEH C18 ,AD0010,1,15T,236386,23.8,32400,50.1,,1.618071,26729.75708,1.379057,37181.86517,0.835,0.18861,0.255703,0.109442
Acquity BEH C18 ,AD0010,1,20T,216670,21.82,25937,42.9,17.60237,1.906793,34609.88158,1.573435,55957.72298,0.715,0.213603,0.302437,0.123789
Acquity BEH C18 ,AD0010,1,25T,230241,23.18,24747,39.1,11.769418,2.145644,37359.66672,1.734126,65164.60339,0.651667,0.239743,0.342373,0.138251
Acquity BEH C18 ,AD0010,1,30T,170102,17.13,17384,37,8.512102,2.175956,41489.8943,1.731947,76369.94586,0.616667,0.251734,0.360844,0.145035
Acquity BEH C18 ,AD0010,1,35T,139789,14.07,13350,41.65,6.502107,2.355247,37377.46358,1.720115,80521.14854,0.694167,0.269024,0.38154,0.156756
Acquity Oligo BEH C18 ,AD0151,0,15T,23753,35.43,2111,34.85,,1.914041,19529.32036,1.466793,35001.92407,0.580833,0.289211,0.419745,0.165109
Acquity Oligo BEH C18 ,AD0151,0,20T,16322,24.35,1323,45.5,12.491554,2.36462,24744.11698,1.838035,51704.44547,0.758333,0.303026,0.456795,0.170683
Acquity Oligo BEH C18 ,AD0151,0,25T,12636,18.85,1002,46.4,8.933786,2.894625,22397.15883,2.034107,72931.28023,0.773333,0.294691,0.510269,0.173861
Acquity Oligo BEH C18 ,AD0151,0,30T,6425,9.59,579,30.4,7.098234,2.663909,40650.78845,1.888364,101775.4739,0.506667,0.286007,0.400819,0.165704
Acquity Oligo BEH C18 ,AD0151,0,35T,7897,11.78,615,32.5,5.242474,3.338626,22832.94734,2.194781,101809.539,0.541667,0.348657,0.518948,0.179274
Acquity BEH C18 ,AD0006,1,15T,153523,21.17,21019,46.9,,1.377188,20105.11377,1.249643,26151.8021,0.781667,0.186463,0.255976,0.107906
Acquity BEH C18 ,AD0006,1,20T,153317,21.14,18280,43.3,16.387632,1.466185,29671.38036,1.304717,40533.88103,0.721667,0.215153,0.297131,0.123975
Acquity BEH C18 ,AD0006,1,25T,169242,23.34,18126,42.95,11.303267,1.585252,34621.14097,1.359343,49408.61475,0.715833,0.241297,0.32983,0.138899
Acquity BEH C18 ,AD0006,1,30T,133505,18.41,12571,53.4,7.926603,1.703593,33436.29958,1.455369,51854.53153,0.89,0.271218,0.384734,0.157009
Acquity BEH C18 ,AD0006,1,35T,115562,15.94,9844,48.4,5.697252,1.836867,30452.8907,1.549628,50697.97947,0.806667,0.303372,0.43693,0.177131
Acquity BEH C18 ,AD0006,1,15T,159887,21.14,21830,49.9,,1.381874,19961.41442,1.257203,26204.18645,0.831667,0.186354,0.257625,0.107717
Acquity BEH C18 ,AD0006,1,20T,159188,21.05,18978,42.4,16.386529,1.475399,29587.06468,1.309856,40554.36976,0.706667,0.215137,0.296945,0.124057
Acquity BEH C18 ,AD0006,1,25T,176864,23.39,18906,45.85,11.29021,1.595153,34471.0524,1.364713,49225.29672,0.764167,0.241774,0.330853,0.139165
Acquity BEH C18 ,AD0006,1,30T,139398,18.43,13197,50.15,7.935631,1.715388,33625.06566,1.464788,52283.21883,0.835833,0.270128,0.382823,0.156444
Acquity BEH C18 ,AD0006,1,35T,120845,15.98,10353,48.85,5.72535,1.846047,30479.55279,1.554931,51239.05784,0.814167,0.301799,0.437473,0.176468
Acquity Oligo BEH C18 ,AD0004,1,15T,166614,22.4,26938,45.75,,1.432243,75973.18145,1.286654,98745.44017,0.7625,0.158174,0.212738,0.091941
Acquity Oligo BEH C18 ,AD0004,1,20T,161736,21.74,24509,39.75,21.326993,1.586327,100071.4015,1.408949,147062.8891,0.6625,0.165627,0.236787,0.095862
Acquity Oligo BEH C18 ,AD0004,1,25T,171617,23.07,25216,33.45,15.234947,1.654188,121285.5272,1.448643,186105.825,0.5575,0.171008,0.247096,0.098792
Acquity Oligo BEH C18 ,AD0004,1,30T,128684,17.3,18653,31.9,11.582687,1.638787,143298.0819,1.440899,221633.1881,0.531667,0.173664,0.253014,0.100038
Acquity Oligo BEH C18 ,AD0004,1,35T,115305,15.5,16025,50.95,9.195667,1.73364,143727.2606,1.565053,248718.0993,0.849167,0.176862,0.280323,0.10261
Acquity Oligo BEH C18 ,AD0004,1,15T,150109,23.21,24038,45.15,,1.47841,73196.93847,1.33012,99110.26451,0.7525,0.15804,0.217939,0.091744
Acquity Oligo BEH C18 ,AD0004,1,20T,141075,21.81,21158,40.1,21.340973,1.62345,96118.28636,1.44406,147261.3262,0.668333,0.165655,0.242738,0.095837
Acquity Oligo BEH C18 ,AD0004,1,25T,147322,22.78,21535,33.7,15.239463,1.676507,118324.1096,1.469679,186454.6817,0.561667,0.17098,0.250858,0.09868
Acquity Oligo BEH C18 ,AD0004,1,30T,109583,16.95,15929,31.2,11.620627,1.637805,143440.0644,1.445421,224747.2665,0.52,0.172577,0.253715,0.099572
Acquity Oligo BEH C18 ,AD0004,1,35T,98607,15.25,13779,44.95,9.243774,1.717511,146840.7578,1.553601,251412.6529,0.749167,0.176022,0.278202,0.101897
XBridge C18,AD0003,1,15T,157858,21.79,18030,59.7,,0.877449,16262.10982,0.923916,19019.98015,0.995,0.217718,0.319165,0.125013
XBridge C18,AD0003,1,20T,154522,21.33,17219,45.6,14.010377,0.907059,29890.24325,0.943948,34490.54397,0.76,0.229092,0.324147,0.131353
XBridge C18,AD0003,1,25T,170395,23.52,18651,36.1,10.512314,0.98758,41507.58228,0.996597,49307.28835,0.601667,0.235602,0.330629,0.134855
XBridge C18,AD0003,1,30T,129881,17.93,14231,32.2,8.072079,1.076649,52574.66372,1.056474,63523.26624,0.536667,0.237902,0.328271,0.136315
XBridge C18,AD0003,1,35T,111697,15.42,12019,35.25,6.411701,1.248301,55531.272,1.186108,74919.33126,0.5875,0.241523,0.346448,0.139677
XBridge C18,AD0003,1,15T,153903,21.51,17868,61.5,,0.912114,16507.17196,0.949924,19284.80208,1.025,0.216303,0.311607,0.124286
XBridge C18,AD0003,1,20T,152689,21.35,17072,46.05,14.088134,0.914003,30055.43029,0.947891,34685.26211,0.7675,0.228595,0.323035,0.131057
XBridge C18,AD0003,1,25T,168874,23.61,18522,37.55,10.558113,1.003539,41485.93999,1.004077,49736.19632,0.625833,0.234772,0.330055,0.134488
XBridge C18,AD0003,1,30T,128941,18.03,14127,36.4,8.109745,1.089874,52152.90834,1.065814,64049.33064,0.606667,0.237127,0.330535,0.13627
XBridge C18,AD0003,1,35T,110924,15.51,11943,36.2,6.428942,1.255854,55212.44107,1.195504,75142.02533,0.603333,0.24137,0.348539,0.139498
Acquity BEH C18 ,AD0001,1,15T,155613,20.97,23648,35.3,,1.251246,32287.32645,1.137283,37436.6039,0.588333,0.172035,0.221838,0.099893
Acquity BEH C18 ,AD0001,1,20T,158588,21.37,21448,41.7,18.258377,1.407107,47332.2655,1.22974,58318.26409,0.695,0.19304,0.248621,0.111749
Acquity BEH C18 ,AD0001,1,25T,174427,23.51,21488,35.35,12.593564,1.58775,53484.5331,1.328237,71295.48042,0.589167,0.21288,0.274978,0.123176
Acquity BEH C18 ,AD0001,1,30T,134921,18.18,15444,30.7,9.051317,1.601579,59123.92999,1.338432,78761.91904,0.511667,0.231183,0.296064,0.133601
Acquity BEH C18 ,AD0001,1,35T,118453,15.96,12378,36.55,6.700167,1.71395,55816.39798,1.418932,79569.30333,0.609167,0.253008,0.329842,0.147245
Acquity BEH C18 ,AD0001,1,15T,158947,21.37,23764,50.45,,1.270151,31638.02811,1.15349,37241.64399,0.840833,0.172536,0.224725,0.100142
Acquity BEH C18 ,AD0001,1,20T,159535,21.45,21384,40.6,18.235718,1.429294,46758.30367,1.24487,58103.018,0.676667,0.193518,0.249888,0.111883
Acquity BEH C18 ,AD0001,1,25T,173974,23.39,21305,34.9,12.574748,1.596006,53209.66258,1.334703,70937.94713,0.581667,0.213579,0.275888,0.123385
Acquity BEH C18 ,AD0001,1,30T,133661,17.97,15251,30.55,9.046032,1.609959,59018.08117,1.344261,78754.89301,0.509167,0.231389,0.296405,0.133676
Acquity BEH C18 ,AD0001,1,35T,117738,15.83,12224,46.9,6.701606,1.729699,54565.36643,1.439301,79448.79308,0.781667,0.25343,0.335891,0.147557
Acquity BEH C18 ,AD0028,1,15T,212386,21.88,20763,50.6,,1.867137,12656.78632,1.535201,23532.70383,0.843333,0.251813,0.380307,0.146303
Acquity BEH C18 ,AD0028,1,20T,195210,20.11,18556,41.25,13.987645,2.028741,19349.0506,1.626062,42919.20786,0.6875,0.254883,0.409418,0.14663
Acquity BEH C18 ,AD0028,1,25T,199341,20.53,19234,35.1,10.430254,1.975301,28611.5995,1.568869,62428.52758,0.585,0.253807,0.401165,0.14515
Acquity BEH C18 ,AD0028,1,30T,173121,17.83,15463,50.3,8.059849,2.238662,27260.55027,1.828995,77307.51046,0.838333,0.257736,0.478445,0.149006
Acquity BEH C18 ,AD0028,1,35T,190699,19.64,16730,59.6,6.400479,2.432836,26818.1113,1.929542,90695.44368,0.993333,0.259959,0.510642,0.151122
Acquity Oligo BEH C18 ,AD0028,1,15T,168962,22.17,17044,45,,1.913519,12972.74439,1.601926,25549.84894,0.75,0.241818,0.382359,0.139858
Acquity Oligo BEH C18 ,AD0028,1,20T,151652,19.9,14631,41.45,14.371389,1.886402,21713.15428,1.578804,43996.96819,0.690833,0.251936,0.402757,0.144469
Acquity Oligo BEH C18 ,AD0028,1,25T,155649,20.42,15107,35.55,10.48042,1.80486,32632.43708,1.501473,62133.29214,0.5925,0.254596,0.389795,0.145849
Acquity Oligo BEH C18 ,AD0028,1,30T,136116,17.86,12159,48.3,8.000147,2.084259,30507.53903,1.775451,75687.90855,0.805,0.260641,0.469912,0.150325
Acquity Oligo BEH C18 ,AD0028,1,35T,149816,19.66,13360,53.45,6.35814,2.197654,32289.70396,1.808779,90258.25837,0.890833,0.260747,0.483183,0.150952
Acquity Oligo BEH C18 ,AD0027,1,15T,188817,28.52,17797,56.85,,1.751474,12348.43609,1.504137,20874.4848,0.9475,0.261417,0.396913,0.151987
Acquity Oligo BEH C18 ,AD0027,1,20T,150394,22.72,14517,42.8,13.412931,1.814102,23753.21023,1.546099,39284.42929,0.713333,0.261308,0.3806,0.151118
Acquity Oligo BEH C18 ,AD0027,1,25T,135376,20.45,13775,33.6,10.203943,1.735871,39904.28439,1.47378,61002.66955,0.56,0.252118,0.348085,0.146018
Acquity Oligo BEH C18 ,AD0027,1,30T,94717,14.31,10064,34.25,8.211718,1.636414,60187.98822,1.407126,84692.94632,0.570833,0.241848,0.322077,0.141076
Acquity Oligo BEH C18 ,AD0027,1,35T,92655,14,9815,35.25,6.738421,1.731885,67640.78845,1.490931,102687.1674,0.5875,0.239898,0.334489,0.140294
Acquity Oligo BEH C18 ,AD0027,0,15T,123651,40.46,11011,50.5,,2.052142,9490.354868,1.747439,19518.75583,0.841667,0.270779,0.441854,0.156703
Acquity Oligo BEH C18 ,AD0027,0,20T,69194,22.64,6824,43.6,13.491895,1.915998,24149.12579,1.622022,43147.5333,0.726667,0.24974,0.371511,0.144856
Acquity Oligo BEH C18 ,AD0027,0,25T,56005,18.33,5417,49.95,10.677119,2.117572,32522.39939,1.858886,66724.02854,0.8325,0.241433,0.398601,0.140435
Acquity Oligo BEH C18 ,AD0027,0,30T,30910,10.11,3293,39.5,8.662982,2.015455,50942.08376,1.721774,96806.74564,0.658333,0.226498,0.35088,0.130847
Acquity Oligo BEH C18 ,AD0027,0,35T,25852,8.46,2874,35.5,7.296206,1.91121,69068.03241,1.660305,123557.5692,0.591667,0.218978,0.338477,0.126496
Acquity BEH C18 ,AD0144,0,15T,41353,33.21,3438,66.1,,2.541298,68434.87173,2.35745,215881.543,1.101667,0.254333,0.561221,0.144852
Acquity BEH C18 ,AD0144,0,20T,20903,16.79,1895,44.65,30.564499,2.337383,135522.4547,1.907144,354602.2446,0.744167,0.250242,0.453657,0.141893
Acquity BEH C18 ,AD0144,0,25T,20668,16.6,1870,52.85,22.080798,2.045177,233125.8923,1.809529,463500.6959,0.880833,0.251421,0.420904,0.142443
Acquity BEH C18 ,AD0144,0,30T,18500,14.86,1625,44.65,16.73883,1.870666,297312.6492,1.685764,524342.77,0.744167,0.26003,0.41363,0.144777
Acquity BEH C18 ,AD0144,0,35T,23097,18.55,2011,44.65,13.112108,1.678817,371725.9812,1.501577,580243.9584,0.744167,0.265271,0.390638,0.148552
Acquity Oligo BEH C18 ,AD0024,0,15T,125243,25.9,5862,84.1,,5.866009,1238.785263,4.467216,11386.24763,1.401667,1.106137,1.035029,0.21544
Acquity Oligo BEH C18 ,AD0024,0,20T,100794,20.84,4611,79.9,3.733421,6.406398,1749.253909,4.144303,5901.386918,1.331667,0.718159,0.944531,0.329645
Acquity Oligo BEH C18 ,AD0024,0,25T,97430,20.15,4512,79.4,4.639181,6.071576,2872.451669,3.981997,34146.67502,1.323333,0.352303,0.895756,0.326093
Acquity Oligo BEH C18 ,AD0024,0,30T,76316,15.78,3662,78.85,5.489622,5.947421,3827.315318,3.893425,44838.04145,1.314167,0.343524,0.877204,0.316282
Acquity Oligo BEH C18 ,AD0024,0,35T,83856,17.34,4154,84.95,4.493653,6.10464,4447.555786,4.075756,55152.67836,1.415833,0.335734,0.882415,0.30879
Acquity Oligo BEH C18 ,AD0024,0,15T,93954,43.81,2679,170.25,,13.144674,138.226989,9.133441,7220.275474,2.8375,0.490752,2.113933,0.479187
Acquity Oligo BEH C18 ,AD0024,0,20T,33751,15.74,2679,100.4,2.490537,3.434047,997.239402,2.278167,542.244153,1.673333,2.411617,1.428117,0.634007
Acquity Oligo BEH C18 ,AD0024,0,25T,30980,14.45,2679,103.6,1.476631,3.559578,1308.209702,2.471436,5028.365424,1.726667,0.931158,1.491059,0.570489
Acquity Oligo BEH C18 ,AD0024,0,30T,22617,10.55,2679,66.3,2.424076,7.285716,2190.952304,4.46087,22856.76513,1.105,0.482065,0.979724,0.430264
Acquity Oligo BEH C18 ,AD0024,0,35T,33150,15.46,2679,68.35,3.721029,7.115795,3710.969426,4.656175,57304.4091,1.139167,0.329689,0.879284,0.344793
Acquity Oligo BEH C18 ,AD0023,0,15T,145441,28.11,20814,27.55,,1.439946,109249.4085,1.294808,139800.3347,0.459167,0.181314,0.242307,0.10472
Acquity Oligo BEH C18 ,AD0023,0,20T,119189,23.03,16053,26.8,18.728903,1.637053,124953.9424,1.534632,194298.2349,0.446667,0.18492,0.287534,0.107966
Acquity Oligo BEH C18 ,AD0023,0,25T,104896,20.27,14472,26.1,13.285865,1.531354,175331.9295,1.359206,236574.1353,0.435,0.187955,0.25674,0.108195
Acquity Oligo BEH C18 ,AD0023,0,30T,79701,15.4,10639,23.25,10.605107,1.654493,172224.6941,1.539843,321554.8947,0.3875,0.174785,0.295442,0.108497
Acquity Oligo BEH C18 ,AD0023,0,35T,68232,13.19,9491,24.75,8.732926,1.490342,236005.6363,1.313094,335928.9016,0.4125,0.181749,0.249444,0.10609
Acquity Oligo BEH C18 ,AD0023,0,15T,123963,29.91,17360,28.05,,1.5024,101080.0771,1.349026,136090.6762,0.4675,0.183605,0.252715,0.105836
Acquity Oligo BEH C18 ,AD0023,0,20T,92199,22.25,12799,27.2,18.648271,1.569074,138255.4714,1.396261,195056.8923,0.453333,0.184443,0.259329,0.106652
Acquity Oligo BEH C18 ,AD0023,0,25T,84437,20.37,11623,25.25,13.372165,1.541655,171572.4121,1.378548,239231.5875,0.420833,0.186847,0.260651,0.108274
Acquity Oligo BEH C18 ,AD0023,0,30T,61070,14.74,8495,23.8,10.61705,1.499915,209352.7859,1.323952,317553.0703,0.396667,0.175843,0.250557,0.104365
Acquity Oligo BEH C18 ,AD0023,0,35T,52774,12.73,7600,19.3,9.014049,1.585359,238719.7101,1.398591,384174.8554,0.321667,0.169928,0.243674,0.104205
Acquity BEH C18 ,AD0144,0,15T,9017,26.29,674,55.2,,6.433693,12990.92246,4.324179,199281.6352,0.92,0.265414,0.739016,0.175409
Acquity BEH C18 ,AD0144,0,20T,3396,9.9,222,43.3,21.734463,4.889708,31761.7088,2.89755,187438.7088,0.721667,0.444243,0.588104,0.182639
Acquity BEH C18 ,AD0144,0,25T,6301,18.37,436,49.2,13.922147,3.827917,70446.51993,2.725731,380712.7293,0.82,0.346926,0.585172,0.154954
Acquity BEH C18 ,AD0144,0,30T,7309,21.31,543,51.15,13.490657,2.639629,137338.596,2.159925,359677.9798,0.8525,0.285977,0.556196,0.158309
Acquity BEH C18 ,AD0144,0,35T,8270,24.12,838,23.65,12.434077,1.573967,495538.7828,1.393738,643682.9679,0.394167,0.268186,0.326724,0.14423
XBridge Oligo BEH C18 ,AD0283,0,15T,166789,21.49,13719,66.2,,1.652228,11513.34573,1.442319,18288.33717,1.103333,0.30433,0.448227,0.174722
XBridge Oligo BEH C18 ,AD0283,0,20T,158337,20.4,10777,94,13.74,1.864794,15669.45359,1.608623,27933.65957,1.566667,0.370519,0.55094,0.204833
XBridge Oligo BEH C18 ,AD0283,0,25T,149859,19.31,8680,83.6,8.01,2.151175,15119.26009,1.852707,20521.70559,1.393333,0.515942,0.693949,0.237042
XBridge Oligo BEH C18 ,AD0283,0,30T,149511,19.27,7653,93.4,5.51,2.320258,14489.37737,1.905247,32042.1564,1.556667,0.489267,0.779275,0.268339
XBridge Oligo BEH C18 ,AD0283,0,35T,151484,19.52,6754,115.2,4.24,2.621404,11014.95592,2.001484,30711.43842,1.92,0.56503,0.965591,0.304589
XBridge Oligo BEH C18 ,AD0283,0,15T,171201,21.38,13906,77.6,,1.660241,11164.1053,1.452354,17741.3449,1.293333,0.30705,0.454179,0.176197
XBridge Oligo BEH C18 ,AD0283,0,20T,164151,20.5,11054,104,11.946301,1.881843,15191.13267,1.616998,16086.76002,1.733333,0.468563,0.557052,0.204863
XBridge Oligo BEH C18 ,AD0283,0,25T,154725,19.33,8836,116.8,7.233116,2.118228,15396.35923,1.787393,20304.66491,1.946667,0.517135,0.67202,0.238074
XBridge Oligo BEH C18 ,AD0283,0,30T,154079,19.24,7912,95.2,5.493272,2.298791,14703.89787,1.889605,32385.64635,1.586667,0.493105,0.773028,0.26743
XBridge Oligo BEH C18 ,AD0283,0,35T,156470,19.54,7076,105.2,4.236581,2.618032,11276.4921,1.925313,30887.48773,1.753333,0.561692,0.955611,0.301012
XBridge Oligo BEH C18 ,AD0316,1,15T,257903,20.75,18561,86.8,,1.774829,14256.17658,1.488676,21510.29954,1.446667,0.354161,0.485547,0.206224
XBridge Oligo BEH C18 ,AD0316,1,20T,247201,19.89,16220,72,13.691455,1.867412,23111.91589,1.58197,24658.54442,1.2,0.475447,0.552666,0.222415
XBridge Oligo BEH C18 ,AD0316,1,25T,240517,19.35,14495,98.4,8.937721,1.912114,29434.74968,1.613311,33684.19177,1.64,0.501992,0.605291,0.236456
XBridge Oligo BEH C18 ,AD0316,1,30T,249103,20.04,14261,112.6,6.659068,1.954716,34728.92225,1.647438,41519.16905,1.876667,0.518878,0.641208,0.245581
XBridge Oligo BEH C18 ,AD0316,1,35T,248287,19.97,13606,105.8,5.514114,2.058437,34642.56278,1.715145,67546.27435,1.763333,0.466757,0.712797,0.257646
XBridge Oligo BEH C18 ,AD0316,1,15T,252347,20.78,18189,75.4,,1.81619,13653.11228,1.517021,21117.06668,1.256667,0.3533,0.487743,0.205482
XBridge Oligo BEH C18 ,AD0316,1,20T,238684,19.66,15726,74,15.464505,1.883475,22715.80027,1.579667,37095.48854,1.233333,0.385146,0.546096,0.222805
XBridge Oligo BEH C18 ,AD0316,1,25T,235843,19.42,14090,104.8,9.818452,1.93652,28264.77389,1.636092,32956.2831,1.746667,0.504892,0.61404,0.238096
XBridge Oligo BEH C18 ,AD0316,1,30T,242761,19.99,13822,108.4,6.634567,1.995054,32755.66815,1.674011,40537.36722,1.806667,0.522981,0.653127,0.248456
XBridge Oligo BEH C18 ,AD0316,1,35T,244690,20.15,13090,109.4,5.512919,2.075102,32765.83581,1.728938,64352.58025,1.823333,0.479075,0.733001,0.263273
XBridge Oligo BEH C18 ,AD0276,1,15T,181343,21.05,15208,71,,1.387348,15852.52615,1.229674,21496.97252,1.183333,0.302153,0.424954,0.174399
XBridge Oligo BEH C18 ,AD0276,1,20T,171811,19.94,13769,65.4,12.786131,1.555963,27096.8169,1.362322,21673.73714,1.09,0.427694,0.455614,0.180248
XBridge Oligo BEH C18 ,AD0276,1,25T,165802,19.24,12032,86.8,7.99064,1.678683,32445.15114,1.449434,29466.67673,1.446667,0.448364,0.50038,0.195299
XBridge Oligo BEH C18 ,AD0276,1,30T,170469,19.78,11839,87.2,6.656752,1.806171,36286.7088,1.547718,61316.995,1.453333,0.368165,0.535505,0.203984
XBridge Oligo BEH C18 ,AD0276,1,35T,172206,19.99,10959,84.2,5.676304,1.891806,34654.22772,1.569444,62707.85108,1.403333,0.401598,0.59956,0.222503
XBridge Oligo BEH C18 ,AD0276,1,15T,191171,20.87,15705,80.8,,1.399861,14638.35328,1.233047,20117.39071,1.346667,0.308234,0.436204,0.17767
XBridge Oligo BEH C18 ,AD0276,1,20T,181774,19.84,14250,61.6,12.696007,1.579003,25054.64383,1.367539,20785.11823,1.026667,0.433961,0.467919,0.184463
XBridge Oligo BEH C18 ,AD0276,1,25T,177132,19.34,12693,86.4,7.980418,1.679061,31458.46112,1.447857,28781.55916,1.44,0.452148,0.505767,0.197588
XBridge Oligo BEH C18 ,AD0276,1,30T,181545,19.82,12457,89.4,6.571687,1.810021,35466.85083,1.525735,58916.48092,1.49,0.373671,0.531228,0.206906
XBridge Oligo BEH C18 ,AD0276,1,35T,184449,20.13,11752,94.4,5.65477,1.961086,33316.95067,1.621567,61792.79828,1.573333,0.402842,0.611138,0.222062
XBridge Oligo BEH C18 ,AD0315,1,15T,258644,20.71,18992,86,,1.516243,18089.75243,1.322234,24565.42157,1.433333,0.346917,0.474536,0.202122
